tags: ἕρμαιον ἕρμαιον-12 conjugaison


τιμήσασα (17a/F)|[en] ayant honoré|participe aoriste féminin|voix active|τιμή<span class="desinence">-σᾱσᾰ</span>|[*σᾰ-ντ-yᾰ]|||τιμή<span class="desinence">-σᾱσᾰν</span>||τιμη<span class="desinence">-σάσης</span>||τιμη<span class="desinence">-σάσῃ</span>||τιμή<span class="desinence">-σᾱσαι</span>||||τιμη<span class="desinence">-σάσᾱς</span>||τιμη<span class="desinence">-σᾱσῶν</span>||τιμη<span class="desinence">-σάσαις</span>|


ποιήσας (17a/M)|[en] ayant fait|participe aoriste masculin|voix active|ποιή<span class="desinence">-σᾱς</span>|[*σᾰ-ντ-ς]|||ποιή<span class="desinence">-σαντ-ᾰ</span>||ποιή<span class="desinence">-σαντ-ος</span>||ποιή<span class="desinence">-σαντ-ῐ</span>||ποιή<span class="desinence">-σαντ-ες</span>||||ποιή<span class="desinence">-σαντ-ᾰs</span>||ποιη<span class="desinence">-σάντ-ων</span>||ποιή<span class="desinence">-σᾱσῐ</span>|[*σᾰ-ντ-σῐ]

ποιῆσαν (17a/N)|[en] ayant fait|participe aoriste neutre|voix active|ποιῆ<span class="desinence">-σᾰν</span>|[*σᾰ-ντ]|||ποιῆ<span class="desinence">-σᾰν</span>||ποιή<span class="desinence">-σαντ-ος</span>||ποιή<span class="desinence">-σαντ-ῐ</span>||ποιή<span class="desinence">-σαντ-ᾰ</span>||||ποιή<span class="desinence">-σαντ-ᾰ</span>||ποιη<span class="desinence">-σάντ-ων</span>||ποιή<span class="desinence">-σᾱσῐ</span>|[*σᾰ-ντ-σῐ]

ποιήσασα (17a/F)|[en] ayant fait|participe aoriste féminin|voix active|ποιή<span class="desinence">-σᾱσᾰ</span>|[*σᾰ-ντ-yᾰ]|||ποιή<span class="desinence">-σᾱσᾰν</span>||ποιη<span class="desinence">-σάσης</span>||ποιη<span class="desinence">-σάσῃ</span>||ποιή<span class="desinence">-σᾱσαι</span>||||ποιη<span class="desinence">-σάσᾱς</span>||ποιη<span class="desinence">-σᾱσῶν</span>||ποιη<span class="desinence">-σάσαις</span>|


δηλώσας (17a/M)|[en] ayant montré|participe aoriste masculin|voix active|δηλώ<span class="desinence">-σᾱς</span>|[*σᾰ-ντ-ς]|||δηλώ<span class="desinence">-σαντ-ᾰ</span>||δηλώ<span class="desinence">-σαντ-ος</span>||δηλώ<span class="desinence">-σαντ-ῐ</span>||δηλώ<span class="desinence">-σαντ-ες</span>||||δηλώ<span class="desinence">-σαντ-ᾰs</span>||δηλω<span class="desinence">-σάντ-ων</span>||δηλώ<span class="desinence">-σᾱσῐ</span>|[*σᾰ-ντ-σῐ]

δηλῶσαν (17a/N)|[en] ayant montré|participe aoriste neutre|voix active|δηλῶ<span class="desinence">-σᾰν</span>|[*σᾰ-ντ]|||δηλῶ<span class="desinence">-σᾰν</span>||δηλώ<span class="desinence">-σαντ-ος</span>||δηλώ<span class="desinence">-σαντ-ῐ</span>||δηλώ<span class="desinence">-σαντ-ᾰ</span>||||δηλώ<span class="desinence">-σαντ-ᾰ</span>||δηλω<span class="desinence">-σάντ-ων</span>||δηλώ<span class="desinence">-σᾱσῐ</span>|[*σᾰ-ντ-σῐ]

δηλώσασα (17a/F)|[en] ayant montré|participe aoriste féminin|voix active|δηλώ<span class="desinence">-σᾱσᾰ</span>|[*σᾰ-ντ-yᾰ]|||δηλώ<span class="desinence">-σᾱσᾰν</span>||δηλω<span class="desinence">-σάσης</span>||δηλω<span class="desinence">-σάσῃ</span>||δηλώ<span class="desinence">-σᾱσαι</span>||||δηλω<span class="desinence">-σάσᾱς</span>||δηλω<span class="desinence">-σᾱσῶν</span>||δηλω<span class="desinence">-σάσαις</span>|


παιδευσάμενος (17m/M)|[en] ayant éduqué|participe aoriste masculin|voix moyenne|παιδευ<span class="desinence">-σά-μενος</span>||παιδευ<span class="desinence">-σά-μενε</span>||παιδευ<span class="desinence">-σά-μενον</span>||παιδευ<span class="desinence">-σα-μένου</span>||παιδευ<span class="desinence">-σα-μένῳ</span>||παιδευ<span class="desinence">-σά-μενοι</span>||παιδευ<span class="desinence">-σά-μενοι</span>||παιδευ<span class="desinence">-σα-μένους</span>||παιδευ<span class="desinence">-σα-μένων</span>||παιδευ<span class="desinence">-σα-μένοις</span>|

παιδευσάμενον (17m/N)|[en] ayant éduqué|participe aoriste neutre|voix moyenne|παιδευ<span class="desinence">-σά-μενον</span>||παιδευ<span class="desinence">-σά-μενον</span>||παιδευ<span class="desinence">-σά-μενον</span>||παιδευ<span class="desinence">-σα-μένου</span>||παιδευ<span class="desinence">-σα-μένῳ</span>||παιδευ<span class="desinence">-σά-μενᾰ</span>||παιδευ<span class="desinence">-σά-μενᾰ</span>||παιδευ<span class="desinence">-σά-μενᾰ</span>||παιδευ<span class="desinence">-σα-μένων</span>||παιδευ<span class="desinence">-σα-μένοις</span>|

παιδευσαμένη (17m/F)|[en] ayant éduqué|participe aoriste féminin|voix moyenne|παιδευ<span class="desinence">-σα-μένη</span>||παιδευ<span class="desinence">-σα-μένη</span>||παιδευ<span class="desinence">-σα-μένην</span>||παιδευ<span class="desinence">-σα-μένης</span>||παιδευ<span class="desinence">-σα-μένῃ</span>||παιδευ<span class="desinence">-σά-μεναι</span>||παιδευ<span class="desinence">-σά-μεναι</span>||παιδευ<span class="desinence">-σα-μένᾱς</span>||παιδευ<span class="desinence">-σα-μένων</span>||παιδευ<span class="desinence">-σα-μέναις</span>|


τιμησάμενος (17m/M)|[en] ayant honoré|participe aoriste masculin|voix moyenne|τιμη<span class="desinence">-σά-μενος</span>||τιμη<span class="desinence">-σά-μενε</span>||τιμη<span class="desinence">-σά-μενον</span>||τιμη<span class="desinence">-σα-μένου</span>||τιμη<span class="desinence">-σα-μένῳ</span>||τιμη<span class="desinence">-σά-μενοι</span>||τιμη<span class="desinence">-σά-μενοι</span>||τιμη<span class="desinence">-σα-μένους</span>||τιμη<span class="desinence">-σα-μένων</span>||τιμη<span class="desinence">-σα-μένοις</span>|

τιμησάμενον (17m/N)|[en] ayant honoré|participe aoriste neutre|voix moyenne|τιμη<span class="desinence">-σά-μενον</span>||τιμη<span class="desinence">-σά-μενον</span>||τιμη<span class="desinence">-σά-μενον</span>||τιμη<span class="desinence">-σα-μένου</span>||τιμη<span class="desinence">-σα-μένῳ</span>||τιμη<span class="desinence">-σά-μενᾰ</span>||τιμη<span class="desinence">-σά-μενᾰ</span>||τιμη<span class="desinence">-σά-μενᾰ</span>||τιμη<span class="desinence">-σα-μένων</span>||τιμη<span class="desinence">-σα-μένοις</span>|

τιμησαμένη (17m/F)|[en] ayant honoré|participe aoriste féminin|voix moyenne|τιμη<span class="desinence">-σα-μένη</span>||τιμη<span class="desinence">-σα-μένη</span>||τιμη<span class="desinence">-σα-μένην</span>||τιμη<span class="desinence">-σα-μένης</span>||τιμη<span class="desinence">-σα-μένῃ</span>||τιμη<span class="desinence">-σά-μεναι</span>||τιμη<span class="desinence">-σά-μεναι</span>||τιμη<span class="desinence">-σα-μένᾱς</span>||τιμη<span class="desinence">-σα-μένων</span>||τιμη<span class="desinence">-σα-μέναις</span>|


ποιησάμενος (17m/M)|[en] ayant fait|participe aoriste masculin|voix moyenne|ποιη<span class="desinence">-σά-μενος</span>||ποιη<span class="desinence">-σά-μενε</span>||ποιη<span class="desinence">-σά-μενον</span>||ποιη<span class="desinence">-σα-μένου</span>||ποιη<span class="desinence">-σα-μένῳ</span>||ποιη<span class="desinence">-σά-μενοι</span>||ποιη<span class="desinence">-σά-μενοι</span>||ποιη<span class="desinence">-σα-μένους</span>||ποιη<span class="desinence">-σα-μένων</span>||ποιη<span class="desinence">-σα-μένοις</span>|

ποιησάμενον (17m/N)|[en] ayant fait|participe aoriste neutre|voix moyenne|ποιη<span class="desinence">-σά-μενον</span>||ποιη<span class="desinence">-σά-μενον</span>||ποιη<span class="desinence">-σά-μενον</span>||ποιη<span class="desinence">-σα-μένου</span>||ποιη<span class="desinence">-σα-μένῳ</span>||ποιη<span class="desinence">-σά-μενᾰ</span>||ποιη<span class="desinence">-σά-μενᾰ</span>||ποιη<span class="desinence">-σά-μενᾰ</span>||ποιη<span class="desinence">-σα-μένων</span>||ποιη<span class="desinence">-σα-μένοις</span>|

ποιησαμένη (17m/F)|[en] ayant fait|participe aoriste féminin|voix moyenne|ποιη<span class="desinence">-σα-μένη</span>||ποιη<span class="desinence">-σα-μένη</span>||ποιη<span class="desinence">-σα-μένην</span>||ποιη<span class="desinence">-σα-μένης</span>||ποιη<span class="desinence">-σα-μένῃ</span>||ποιη<span class="desinence">-σά-μεναι</span>||ποιη<span class="desinence">-σά-μεναι</span>||ποιη<span class="desinence">-σα-μένᾱς</span>||ποιη<span class="desinence">-σα-μένων</span>||ποιη<span class="desinence">-σα-μέναις</span>|


δηλωσάμενος (17m/M)|[en] ayant montré|participe aoriste masculin|voix moyenne|δηλω<span class="desinence">-σά-μενος</span>||δηλω<span class="desinence">-σά-μενε</span>||δηλω<span class="desinence">-σά-μενον</span>||δηλω<span class="desinence">-σα-μένου</span>||δηλω<span class="desinence">-σα-μένῳ</span>||δηλω<span class="desinence">-σά-μενοι</span>||δηλω<span class="desinence">-σά-μενοι</span>||δηλω<span class="desinence">-σα-μένους</span>||δηλω<span class="desinence">-σα-μένων</span>||δηλω<span class="desinence">-σα-μένοις</span>|

δηλωσάμενον (17m/N)|[en] ayant montré|participe aoriste neutre|voix moyenne|δηλω<span class="desinence">-σά-μενον</span>||δηλω<span class="desinence">-σά-μενον</span>||δηλω<span class="desinence">-σά-μενον</span>||δηλω<span class="desinence">-σα-μένου</span>||δηλω<span class="desinence">-σα-μένῳ</span>||δηλω<span class="desinence">-σά-μενᾰ</span>||δηλω<span class="desinence">-σά-μενᾰ</span>||δηλω<span class="desinence">-σά-μενᾰ</span>||δηλω<span class="desinence">-σα-μένων</span>||δηλω<span class="desinence">-σα-μένοις</span>|

δηλωσαμένη (17m/F)|[en] ayant montré|participe aoriste féminin|voix moyenne|δηλω<span class="desinence">-σα-μένη</span>||δηλω<span class="desinence">-σα-μένη</span>||δηλω<span class="desinence">-σα-μένην</span>||δηλω<span class="desinence">-σα-μένης</span>||δηλω<span class="desinence">-σα-μένῃ</span>||δηλω<span class="desinence">-σά-μεναι</span>||δηλω<span class="desinence">-σά-μεναι</span>||δηλω<span class="desinence">-σα-μένᾱς</span>||δηλω<span class="desinence">-σα-μένων</span>||δηλω<span class="desinence">-σα-μέναις</span>|
