tags: ἕρμαιον ἕρμαιον-8 conjugaison


παιδεύουσᾰ (7a/F)|[en] éduquant (A)|participe imperfectif féminin|voix active|παιδεύ<span class="desinence">-ουσᾰ</span>|[*ο-ντ-yᾰ]|||παιδεύ<span class="desinence">-ουσᾰν</span>||παιδευ<span class="desinence">-ούσης</span>||παιδευ<span class="desinence">-ούσῃ</span>||παιδεύ<span class="desinence">-ουσαι</span>||||παιδευ<span class="desinence">-ούσᾱς</span>||παιδευ<span class="desinence">-ουσῶν</span>||παιδευ<span class="desinence">-ούσαις</span>|


τιμῶν (7a/M)|[en] honorant (A)|participe imperfectif masculin|voix active|τιμ<span class="desinence">-ῶν</span>|[*τιμά<span class="desinence">-ων</span>]|||τιμ<span class="desinence">-ῶντ-ᾰ</span>|[*τιμά<span class="desinence">-οντ-ᾰ</span>]|τιμ<span class="desinence">-ῶντ-ος</span>|[*τιμά<span class="desinence">-οντ-ος</span>]|τιμ<span class="desinence">-ῶντ-ῐ</span>|[*τιμά<span class="desinence">-οντ-ῐ</span>]|τιμ<span class="desinence">-ῶντ-ες</span>|[*τιμά<span class="desinence">-οντ-ες</span>]|||τιμ<span class="desinence">-ῶντ-ᾰs</span>|[*τιμά<span class="desinence">-οντ-ᾰs</span>]|τιμ<span class="desinence">-ώντ-ων</span>|[*τιμα<span class="desinence">-όντ-ων</span>]|τιμ<span class="desinence">-ῶσῐ</span>|[*τιμά<span class="desinence">-ουσῐ</span>]

τιμῶν (7a/N)|[en] honorant (A)|participe imperfectif neutre|voix active|τιμ<span class="desinence">-ῶν</span>|[*τιμά<span class="desinence">-ον</span>]|||τιμ<span class="desinence">-ῶν</span>|[*τιμά<span class="desinence">-ον</span>]|τιμ<span class="desinence">-ῶντ-ος</span>|[*τιμά<span class="desinence">-οντ-ος</span>]|τιμ<span class="desinence">-ῶντ-ῐ</span>|[*τιμά<span class="desinence">-οντ-ῐ</span>]|τιμ<span class="desinence">-ῶντ-ᾰ</span>|[*τιμά<span class="desinence">-οντ-ᾰ</span>]|||τιμ<span class="desinence">-ῶντ-ᾰ</span>|[*τιμά<span class="desinence">-οντ-ᾰ</span>]|τιμ<span class="desinence">-ώντ-ων</span>|[*τιμα<span class="desinence">-όντ-ων</span>]|τιμ<span class="desinence">-ῶσῐ</span>|[*τιμά<span class="desinence">-ουσῐ</span>]

τιμῶσᾰ (7a/F)|[en] honorant (A)|participe imperfectif féminin|voix active|τιμ<span class="desinence">-ῶσᾰ</span>|[*τιμά<span class="desinence">-ουσᾰ</span>]|||τιμ<span class="desinence">-ῶσᾰν</span>|[*τιμά<span class="desinence">-ουσᾰν</span>]|τιμ<span class="desinence">-ώσης</span>|[*τιμα<span class="desinence">-ούσης</span>]|τιμ<span class="desinence">-ώσῃ</span>|[*τιμα<span class="desinence">-ούσῃ</span>]|τιμ<span class="desinence">-ῶσαι</span>|[*τιμά<span class="desinence">-ουσαι</span>]|||τιμ<span class="desinence">-ώσᾱς</span>|[*τιμα<span class="desinence">-ούσᾱς</span>]|τιμ<span class="desinence">-ωσῶν</span>|[*τιμα<span class="desinence">-ουσῶν</span>]|τιμ<span class="desinence">-ώσαις</span>|[*τιμα<span class="desinence">-ούσαις</span>]


ποιῶν (7a/M)|[en] faisant (A)|participe imperfectif masculin|voix active|ποι<span class="desinence">-ῶν</span>|[*ποιέ<span class="desinence">-ων</span>]|||ποι<span class="desinence">-οῦντ-ᾰ</span>|[*ποιέ<span class="desinence">-οντ-ᾰ</span>]|ποι<span class="desinence">-οῦντ-ος</span>|[*ποιέ<span class="desinence">-οντ-ος</span>]|ποι<span class="desinence">-οῦντ-ῐ</span>|[*ποιέ<span class="desinence">-οντ-ῐ</span>]|ποι<span class="desinence">-οῦντ-ες</span>|[*ποιέ<span class="desinence">-οντ-ες</span>]|||ποι<span class="desinence">-οῦντ-ᾰs</span>|[*ποιέ<span class="desinence">-οντ-ᾰs</span>]|ποι<span class="desinence">-ούντ-ων</span>|[*ποιε<span class="desinence">-όντ-ων</span>]|ποι<span class="desinence">-οῦσῐ</span>|[*ποιέ<span class="desinence">-ουσῐ</span>]

ποιοῦν (7a/N)|[en] faisant (A)|participe imperfectif neutre|voix active|ποι<span class="desinence">-οῦν</span>|[*ποιέ<span class="desinence">-ον</span>]|||ποι<span class="desinence">-οῦν</span>|[*ποιέ<span class="desinence">-ον</span>]|ποι<span class="desinence">-οῦντ-ος</span>|[*ποιέ<span class="desinence">-οντ-ος</span>]|ποι<span class="desinence">-οῦντ-ῐ</span>|[*ποιέ<span class="desinence">-οντ-ῐ</span>]|ποι<span class="desinence">-οῦντ-ᾰ</span>|[*ποιέ<span class="desinence">-οντ-ᾰ</span>]|||ποι<span class="desinence">-οῦντ-ᾰ</span>|[*ποιέ<span class="desinence">-οντ-ᾰ</span>]|ποι<span class="desinence">-ούντ-ων</span>|[*ποιε<span class="desinence">-όντ-ων</span>]|ποι<span class="desinence">-οῦσῐ</span>|[*ποιέ<span class="desinence">-ουσῐ</span>]

ποιοῦσᾰ (7a/F)|[en] faisant (A)|participe imperfectif féminin|voix active|ποι<span class="desinence">-οῦσᾰ</span>|[*ποιέ<span class="desinence">-ουσᾰ</span>]|||ποι<span class="desinence">-οῦσᾰν</span>|[*ποιέ<span class="desinence">-ουσᾰν</span>]|ποι<span class="desinence">-ούσης</span>|[*ποιε<span class="desinence">-ούσης</span>]|ποι<span class="desinence">-ούσῃ</span>|[*ποιε<span class="desinence">-ούσῃ</span>]|ποι<span class="desinence">-οῦσαι</span>|[*ποιέ<span class="desinence">-ουσαι</span>]|||ποι<span class="desinence">-ούσᾱς</span>|[*ποιε<span class="desinence">-ούσᾱς</span>]|ποι<span class="desinence">-ουσῶν</span>|[*ποιε<span class="desinence">-ουσῶν</span>]|ποι<span class="desinence">-ούσαις</span>|[*ποιε<span class="desinence">-ούσαις</span>]


δηλῶν (7a/M)|[en] montrant (A)|participe imperfectif masculin|voix active|δηλ<span class="desinence">-ῶν</span>|[*δηλό<span class="desinence">-ων</span>]|||δηλ<span class="desinence">-οῦντ-ᾰ</span>|[*δηλό<span class="desinence">-οντ-ᾰ</span>]|δηλ<span class="desinence">-οῦντ-ος</span>|[*δηλό<span class="desinence">-οντ-ος</span>]|δηλ<span class="desinence">-οῦντ-ῐ</span>|[*δηλό<span class="desinence">-οντ-ῐ</span>]|δηλ<span class="desinence">-οῦντ-ες</span>|[*δηλό<span class="desinence">-οντ-ες</span>]|||δηλ<span class="desinence">-οῦντ-ᾰs</span>|[*δηλό<span class="desinence">-οντ-ᾰs</span>]|δηλ<span class="desinence">-ούντ-ων</span>|[*δηλο<span class="desinence">-όντ-ων</span>]|δηλ<span class="desinence">-οῦσῐ</span>|[*δηλό<span class="desinence">-ουσῐ</span>]

δηλοῦν (7a/N)|[en] montrant (A)|participe imperfectif neutre|voix active|δηλ<span class="desinence">-οῦν</span>|[*δηλό<span class="desinence">-ον</span>]|||δηλ<span class="desinence">-οῦν</span>|[*δηλό<span class="desinence">-ον</span>]|δηλ<span class="desinence">-οῦντ-ος</span>|[*δηλό<span class="desinence">-οντ-ος</span>]|δηλ<span class="desinence">-οῦντ-ῐ</span>|[*δηλό<span class="desinence">-οντ-ῐ</span>]|δηλ<span class="desinence">-οῦντ-ᾰ</span>|[*δηλό<span class="desinence">-οντ-ᾰ</span>]|||δηλ<span class="desinence">-οῦντ-ᾰ</span>|[*δηλό<span class="desinence">-οντ-ᾰ</span>]|δηλ<span class="desinence">-ούντ-ων</span>|[*δηλο<span class="desinence">-όντ-ων</span>]|δηλ<span class="desinence">-οῦσῐ</span>|[*δηλό<span class="desinence">-ουσῐ</span>]

δηλοῦσᾰ (7a/F)|[en] montrant (A)|participe imperfectif féminin|voix active|δηλ<span class="desinence">-οῦσᾰ</span>|[*δηλό<span class="desinence">-ουσᾰ</span>]|||δηλ<span class="desinence">-οῦσᾰν</span>|[*δηλό<span class="desinence">-ουσᾰν</span>]|δηλ<span class="desinence">-ούσης</span>|[*δηλο<span class="desinence">-ούσης</span>]|δηλ<span class="desinence">-ούσῃ</span>|[*δηλο<span class="desinence">-ούσῃ</span>]|δηλ<span class="desinence">-οῦσαι</span>|[*δηλό<span class="desinence">-ουσαι</span>]|||δηλ<span class="desinence">-ούσᾱς</span>|[*δηλο<span class="desinence">-ούσᾱς</span>]|δηλ<span class="desinence">-ουσῶν</span>|[*δηλο<span class="desinence">-ουσῶν</span>]|δηλ<span class="desinence">-ούσαις</span>|[*δηλο<span class="desinence">-ούσαις</span>]
