tags: ἕρμαιον ἕρμαιον-7 conjugaison

φημι (1)|je dis, j'affirme|indicatif imperfectif présent||φη<span class="desinence">-μι</span>||φή<span class="desinence">-ς</span> (φῄς)||φη<span class="desinence">-σι</span>||φᾰ<span class="desinence">-μεν</span>||φᾰ<span class="desinence">-τε</span>||φᾱσι|[*φᾰ<span class="desinence">-ντι</span>]
