tags: ἕρμαιον ἕρμαιον-9 conjugaison

διψῆν (6a)|avoir soif|infinitif imperfectif|voix active|διψ-ῆν|[*διψή-εν]
ζῆν (6a)|vivre|infinitif imperfectif|voix active|ζ-ῆν|[*ζή-εν]
χρῆσθαι (6m)|se servir de|infinitif imperfectif|voix moyenne|χρ-ῆσθαι|[*χρή-εσθαι]
