tags: ἕρμαιον ἕρμαιον-5 conjugaison

ποιούμενος (7mp/M)|[en] faisant (M), [en] étant fait (P)|participe imperfectif masculin|voix médio-passive|ποι<span class="desinence">-ούμενος</span>|[*ποιε-ό<span class="desinence">-μενος</span>]|ποι<span class="desinence">-ούμενε</span>|[*ποιε-ό<span class="desinence">-μενε</span>]|ποι<span class="desinence">-ούμενον</span>|[*ποιε-ό<span class="desinence">-μενον</span>]|ποι<span class="desinence">-ουμένου</span>|[*ποιε-ο<span class="desinence">-μένου</span>]|ποι<span class="desinence">-ουμένῳ</span>|[*ποιε-ο<span class="desinence">-μένῳ</span>]|ποι<span class="desinence">-ούμενοι</span>|[*ποιε-ό<span class="desinence">-μενοι</span>]|ποι<span class="desinence">-ούμενοι</span>|[*ποιε-ό<span class="desinence">-μενοι</span>]|ποι<span class="desinence">-ουμένους</span>|[*ποιε-ο<span class="desinence">-μένους</span>]|ποι<span class="desinence">-ουμένων</span>|[*ποιε-ο<span class="desinence">-μένων</span>]|ποι<span class="desinence">-ουμένοις</span>|[*ποιε-ο<span class="desinence">-μένοις</span>]

ποιούμενον (7mp/N)|[en] faisant (M), [en] étant fait (P)|participe imperfectif neutre|voix médio-passive|ποι<span class="desinence">-ούμενον</span>|[*ποιε-ό<span class="desinence">-μενον</span>]|ποι<span class="desinence">-ούμενον</span>|[*ποιε-ό<span class="desinence">-μενον</span>]|ποι<span class="desinence">-ούμενον</span>|[*ποιε-ό<span class="desinence">-μενον</span>]|ποι<span class="desinence">-ουμένου</span>|[*ποιε-ο<span class="desinence">-μένου</span>]|ποι<span class="desinence">-ουμένῳ</span>|[*ποιε-ο<span class="desinence">-μένῳ</span>]|ποι<span class="desinence">-ούμενᾰ</span>|[*ποιε-ό<span class="desinence">-μενᾰ</span>]|ποι<span class="desinence">-ούμενᾰ</span>|[*ποιε-ό<span class="desinence">-μενᾰ</span>]|ποι<span class="desinence">-ούμενᾰ</span>|[*ποιε-ό<span class="desinence">-μενᾰ</span>]|ποι<span class="desinence">-ουμένων</span>|[*ποιε-ο<span class="desinence">-μένων</span>]|ποι<span class="desinence">-ουμένοις</span>|[*ποιε-ο<span class="desinence">-μένοις</span>]

ποιουμένη (7mp/F)|[en] faisant (M), [en] étant faite (P)|participe imperfectif féminin|voix médio-passive|ποι<span class="desinence">-ουμένη</span>|[*ποιε-ο<span class="desinence">-μένη</span>]|ποι<span class="desinence">-ουμένη</span>|[*ποιε-ο<span class="desinence">-μένη</span>]|ποι<span class="desinence">-ουμένην</span>|[*ποιε-ο<span class="desinence">-μένην</span>]|ποι<span class="desinence">-ουμένης</span>|[*ποιε-ο<span class="desinence">-μένης</span>]|ποι<span class="desinence">-ουμένῃ</span>|[*ποιε-ο<span class="desinence">-μένῃ</span>]|ποι<span class="desinence">-ούμεναι</span>|[*ποιε-ό<span class="desinence">-μεναι</span>]|ποι<span class="desinence">-ούμεναι</span>|[*ποιε-ό<span class="desinence">-μεναι</span>]|ποι<span class="desinence">-ουμένᾱς</span>|[*ποιε-ο<span class="desinence">-μένᾱς</span>]|ποι<span class="desinence">-ουμένων</span>|[*ποιε-ο<span class="desinence">-μένων</span>]|ποι<span class="desinence">-ουμέναις</span>|[*ποιε-ο<span class="desinence">-μέναις</span>]


δηλούμενος (7mp/M)|[en] montrant (M), [en] étant montré (P)|participe imperfectif masculin|voix médio-passive|δηλ<span class="desinence">-ούμενος</span>|[*δηλο-ό<span class="desinence">-μενος</span>]|δηλ<span class="desinence">-ούμενε</span>|[*δηλο-ό<span class="desinence">-μενε</span>]|δηλ<span class="desinence">-ούμενον</span>|[*δηλο-ό<span class="desinence">-μενον</span>]|δηλ<span class="desinence">-ουμένου</span>|[*δηλο-ο<span class="desinence">-μένου</span>]|δηλ<span class="desinence">-ουμένῳ</span>|[*δηλο-ο<span class="desinence">-μένῳ</span>]|δηλ<span class="desinence">-ούμενοι</span>|[*δηλο-ό<span class="desinence">-μενοι</span>]|δηλ<span class="desinence">-ούμενοι</span>|[*δηλο-ό<span class="desinence">-μενοι</span>]|δηλ<span class="desinence">-ουμένους</span>|[*δηλο-ο<span class="desinence">-μένους</span>]|δηλ<span class="desinence">-ουμένων</span>|[*δηλο-ο<span class="desinence">-μένων</span>]|δηλ<span class="desinence">-ουμένοις</span>|[*δηλο-ο<span class="desinence">-μένοις</span>]

δηλούμενον (7mp/N)|[en] montrant (M), [en] étant montré (P)|participe imperfectif neutre|voix médio-passive|δηλ<span class="desinence">-ούμενον</span>|[*δηλο-ό<span class="desinence">-μενον</span>]|δηλ<span class="desinence">-ούμενον</span>|[*δηλο-ό<span class="desinence">-μενον</span>]|δηλ<span class="desinence">-ούμενον</span>|[*δηλο-ό<span class="desinence">-μενον</span>]|δηλ<span class="desinence">-ουμένου</span>|[*δηλο-ο<span class="desinence">-μένου</span>]|δηλ<span class="desinence">-ουμένῳ</span>|[*δηλο-ο<span class="desinence">-μένῳ</span>]|δηλ<span class="desinence">-ούμενᾰ</span>|[*δηλο-ό<span class="desinence">-μενᾰ</span>]|δηλ<span class="desinence">-ούμενᾰ</span>|[*δηλο-ό<span class="desinence">-μενᾰ</span>]|δηλ<span class="desinence">-ούμενᾰ</span>|[*δηλο-ό<span class="desinence">-μενᾰ</span>]|δηλ<span class="desinence">-ουμένων</span>|[*δηλο-ο<span class="desinence">-μένων</span>]|δηλ<span class="desinence">-ουμένοις</span>|[*δηλο-ο<span class="desinence">-μένοις</span>]

δηλουμένη (7mp/F)|[en] montrant (M), [en] étant montrée (P)|participe imperfectif féminin|voix médio-passive|δηλ<span class="desinence">-ουμένη</span>|[*δηλο-ο<span class="desinence">-μένη</span>]|δηλ<span class="desinence">-ουμένη</span>|[*δηλο-ο<span class="desinence">-μένη</span>]|δηλ<span class="desinence">-ουμένην</span>|[*δηλο-ο<span class="desinence">-μένην</span>]|δηλ<span class="desinence">-ουμένης</span>|[*δηλο-ο<span class="desinence">-μένης</span>]|δηλ<span class="desinence">-ουμένῃ</span>|[*δηλο-ο<span class="desinence">-μένῃ</span>]|δηλ<span class="desinence">-ούμεναι</span>|[*δηλο-ό<span class="desinence">-μεναι</span>]|δηλ<span class="desinence">-ούμεναι</span>|[*δηλο-ό<span class="desinence">-μεναι</span>]|δηλ<span class="desinence">-ουμένᾱς</span>|[*δηλο-ο<span class="desinence">-μένᾱς</span>]|δηλ<span class="desinence">-ουμένων</span>|[*δηλο-ο<span class="desinence">-μένων</span>]|δηλ<span class="desinence">-ουμέναις</span>|[*δηλο-ο<span class="desinence">-μέναις</span>]
