tags: ἕρμαιον ἕρμαιον-2 conjugaison

παιδεύειν (6a)|éduquer|infinitif imperfectif|voix active|παιδεύ-ειν|
λύειν (6a)|délier|infinitif imperfectif|voix active|λύ-ειν|
εἶναι (6a)|être|infinitif imperfectif|voix active|εἶναι|
